customer_id,region,acquisition_channel,application_date,verification_status,activation_status,activated_date,age_band,product_type,monthly_transactions,monthly_spend,fraud_flag,fraud_amount,complaint_flag,login_days_30,retention_risk
CUST01252,West,Website,2025-11-15,Verified,Activated,2025-11-19,26-35,Checking Account,1,2132.14,0,0.0,0,22,Medium
CUST01253,Northeast,Website,2025-01-14,Verified,Not Activated,,18-25,Savings Account,3,69.05,0,0.0,0,5,High
CUST01254,Northeast,Website,2025-02-16,Verified,Activated,2025-02-19,36-45,Savings Account,17,723.42,0,0.0,1,11,Low
CUST01255,South,Partner Network,2025-03-29,Verified,Not Activated,,36-45,Credit Card,1,230.78,0,0.0,0,5,Low
CUST01256,South,Mobile App,2025-10-07,Verified,Activated,2025-10-10,46-60,Savings Account,24,4271.71,0,0.0,0,18,Low
CUST01257,West,Website,2025-05-11,Verified,Activated,2025-05-15,18-25,Credit Card,18,4176.13,0,0.0,0,27,Low
CUST01258,South,Branch Referral,2025-05-17,Verified,Activated,2025-05-22,26-35,Savings Account,12,3107.11,0,0.0,1,28,Medium
CUST01259,Northeast,Paid Media,2025-03-23,Verified,Activated,2025-03-24,26-35,Checking Account,7,614.66,0,0.0,0,24,Low
CUST01260,Midwest,Mobile App,2025-10-23,Verified,Not Activated,,46-60,Savings Account,2,130.56,0,0.0,0,0,Medium
CUST01261,West,Branch Referral,2025-01-02,Verified,Activated,2025-01-08,46-60,Savings Account,13,4081.17,0,0.0,0,18,Medium
CUST01262,Midwest,Paid Media,2025-02-09,Verified,Not Activated,,18-25,Checking Account,1,70.85,0,0.0,0,7,High
CUST01263,South,Paid Media,2025-01-21,Verified,Not Activated,,26-35,Credit Card,0,177.93,0,0.0,0,5,Low
CUST01264,Midwest,Branch Referral,2025-06-04,Verified,Not Activated,,36-45,Credit Card,2,232.26,0,0.0,0,5,High
CUST01265,Midwest,Website,2025-10-29,Verified,Activated,2025-11-04,46-60,Credit Card,10,3874.46,0,0.0,0,29,Low
CUST01266,West,Website,2025-02-11,Verified,Activated,2025-02-20,26-35,Savings Account,5,1631.9,0,0.0,0,15,Low
CUST01267,Midwest,Paid Media,2025-06-11,Dropped,Not Activated,,26-35,Credit Card,1,7.89,0,0.0,0,6,High
CUST01268,South,Paid Media,2025-12-13,Verified,Activated,2025-12-21,26-35,Checking Account,9,4436.98,0,0.0,0,20,Low
CUST01269,Northeast,Paid Media,2025-11-13,Dropped,Not Activated,,26-35,Savings Account,3,205.59,0,0.0,0,0,High
CUST01270,Northeast,Website,2025-08-01,Verified,Not Activated,,60+,Checking Account,3,141.07,0,0.0,0,4,High
CUST01271,West,Mobile App,2025-05-13,Verified,Activated,2025-05-22,60+,Savings Account,19,3264.34,0,0.0,0,19,Low
CUST01272,Northeast,Paid Media,2025-12-19,Verified,Activated,2025-12-24,36-45,Savings Account,2,3606.38,0,0.0,0,20,Medium
CUST01273,Midwest,Paid Media,2025-07-19,Verified,Not Activated,,46-60,Savings Account,2,45.87,0,0.0,0,1,Medium
CUST01274,South,Branch Referral,2025-08-21,Verified,Not Activated,,36-45,Credit Card,0,158.19,0,0.0,0,1,Low
CUST01275,South,Website,2025-09-08,Verified,Activated,2025-09-13,26-35,Savings Account,23,4952.64,0,0.0,1,16,Low
CUST01276,West,Website,2025-01-17,Verified,Activated,2025-01-18,26-35,Checking Account,8,2506.93,0,0.0,0,25,Low
CUST01277,Midwest,Paid Media,2025-10-26,Verified,Activated,2025-10-28,46-60,Savings Account,6,375.22,0,0.0,0,20,Low
CUST01278,West,Mobile App,2025-08-16,Verified,Not Activated,,26-35,Checking Account,2,240.36,0,0.0,0,4,High
CUST01279,West,Mobile App,2025-01-13,Verified,Activated,2025-01-16,46-60,Checking Account,18,820.76,0,0.0,0,10,Low
CUST01280,South,Mobile App,2025-09-28,Verified,Activated,2025-10-01,36-45,Savings Account,12,3389.23,0,0.0,0,27,Medium
CUST01281,Northeast,Mobile App,2025-01-21,Verified,Not Activated,,26-35,Checking Account,2,150.1,0,0.0,0,6,Low
CUST01282,Northeast,Mobile App,2025-12-15,Verified,Activated,2025-12-24,26-35,Savings Account,15,3782.56,0,0.0,0,21,Low
CUST01283,Northeast,Website,2025-06-30,Verified,Activated,2025-07-06,46-60,Checking Account,8,4312.12,0,0.0,0,22,Medium
CUST01284,South,Branch Referral,2025-03-27,Verified,Not Activated,,26-35,Savings Account,0,0.17,0,0.0,0,3,High
CUST01285,South,Website,2025-08-25,Verified,Activated,2025-08-29,26-35,Savings Account,23,3309.56,0,0.0,0,18,Low
CUST01286,West,Branch Referral,2025-07-04,Verified,Activated,2025-07-13,46-60,Checking Account,24,542.44,0,0.0,0,9,High
CUST01287,Midwest,Branch Referral,2025-12-18,Verified,Not Activated,,46-60,Savings Account,3,40.1,0,0.0,0,1,Medium
CUST01288,Northeast,Website,2025-04-12,Verified,Activated,2025-04-14,36-45,Credit Card,14,1888.46,0,0.0,1,8,Low
CUST01289,South,Mobile App,2025-12-23,Dropped,Not Activated,,36-45,Checking Account,1,198.57,0,0.0,0,7,Medium
CUST01290,West,Paid Media,2025-10-23,Dropped,Not Activated,,18-25,Savings Account,3,101.31,0,0.0,0,6,High
CUST01291,West,Mobile App,2025-01-14,Verified,Not Activated,,26-35,Savings Account,2,30.71,0,0.0,0,5,Medium
CUST01292,South,Website,2025-04-01,Verified,Activated,2025-04-09,36-45,Credit Card,25,1885.97,0,0.0,0,25,Medium
CUST01293,Northeast,Website,2025-07-18,Verified,Activated,2025-07-22,46-60,Savings Account,2,4636.43,0,0.0,0,26,Medium
CUST01294,Northeast,Paid Media,2025-02-06,Verified,Activated,2025-02-16,18-25,Checking Account,0,3134.9,0,0.0,0,20,Medium
CUST01295,West,Website,2025-07-29,Dropped,Not Activated,,36-45,Savings Account,0,115.28,0,0.0,0,3,High
CUST01296,South,Mobile App,2025-12-24,Verified,Activated,2026-01-02,18-25,Checking Account,23,4218.74,0,0.0,0,14,Medium
CUST01297,West,Paid Media,2025-01-08,Verified,Not Activated,,26-35,Checking Account,2,13.47,0,0.0,0,6,Medium
CUST01298,West,Mobile App,2025-09-27,Verified,Activated,2025-09-30,46-60,Checking Account,26,4169.85,0,0.0,0,8,Medium
CUST01299,South,Mobile App,2025-03-23,Verified,Activated,2025-03-27,26-35,Checking Account,6,4639.68,0,0.0,0,25,Low
CUST01300,Midwest,Website,2025-12-17,Verified,Not Activated,,36-45,Savings Account,2,42.56,0,0.0,0,1,High
CUST01301,South,Paid Media,2025-09-05,Verified,Not Activated,,18-25,Savings Account,2,82.63,1,2344.21,0,4,Low
CUST01302,South,Website,2025-07-18,Verified,Not Activated,,46-60,Credit Card,0,165.85,0,0.0,0,6,Medium
CUST01303,Midwest,Website,2025-02-07,Verified,Not Activated,,36-45,Credit Card,1,175.07,0,0.0,0,7,High
CUST01304,Midwest,Partner Network,2025-05-06,Verified,Not Activated,,26-35,Savings Account,1,52.47,0,0.0,0,0,Medium
CUST01305,Midwest,Branch Referral,2025-08-12,Verified,Not Activated,,46-60,Checking Account,1,14.51,0,0.0,0,1,Medium
CUST01306,Northeast,Website,2025-02-16,Verified,Activated,2025-02-18,46-60,Checking Account,9,4023.33,0,0.0,0,15,Low
CUST01307,South,Mobile App,2025-02-05,Verified,Activated,2025-02-09,46-60,Savings Account,10,4492.2,0,0.0,1,13,Low
CUST01308,Midwest,Branch Referral,2025-11-23,Verified,Activated,2025-12-02,26-35,Checking Account,17,4788.85,0,0.0,0,26,Medium
CUST01309,West,Branch Referral,2025-03-06,Verified,Activated,2025-03-15,26-35,Savings Account,29,1936.3,0,0.0,0,13,Low
CUST01310,Northeast,Paid Media,2025-07-28,Verified,Activated,2025-08-01,36-45,Savings Account,19,3397.94,0,0.0,0,15,Low
CUST01311,West,Partner Network,2025-07-05,Verified,Activated,2025-07-11,60+,Savings Account,15,271.26,0,0.0,0,20,Low
CUST01312,Northeast,Website,2025-05-15,Verified,Activated,2025-05-25,26-35,Credit Card,22,3539.99,0,0.0,0,17,Medium
CUST01313,South,Branch Referral,2025-08-07,Verified,Not Activated,,26-35,Credit Card,2,225.74,0,0.0,0,0,High
CUST01314,South,Website,2025-09-21,Verified,Not Activated,,18-25,Checking Account,3,68.87,0,0.0,0,3,High
CUST01315,Northeast,Branch Referral,2025-04-23,Verified,Activated,2025-04-25,18-25,Checking Account,3,4025.02,0,0.0,0,20,Low
CUST01316,South,Website,2025-04-15,Verified,Activated,2025-04-23,36-45,Savings Account,1,273.59,0,0.0,0,20,Medium
CUST01317,Northeast,Branch Referral,2025-09-01,Verified,Activated,2025-09-10,36-45,Savings Account,15,1164.12,0,0.0,0,22,Low
CUST01318,Northeast,Branch Referral,2025-05-29,Verified,Activated,2025-06-07,60+,Credit Card,9,4464.74,0,0.0,0,21,Low
CUST01319,South,Website,2025-09-28,Verified,Activated,2025-10-04,46-60,Checking Account,15,756.44,0,0.0,0,24,Medium
CUST01320,Northeast,Website,2025-12-03,Verified,Activated,2025-12-08,18-25,Checking Account,0,4250.9,0,0.0,0,13,Medium
CUST01321,Northeast,Branch Referral,2025-10-14,Verified,Activated,2025-10-18,46-60,Credit Card,18,1206.27,0,0.0,0,19,High
CUST01322,South,Partner Network,2025-10-10,Verified,Activated,2025-10-16,26-35,Checking Account,29,1292.82,0,0.0,0,25,Medium
CUST01323,South,Mobile App,2025-01-23,Verified,Activated,2025-02-01,46-60,Savings Account,21,3283.43,0,0.0,1,8,Low
CUST01324,Midwest,Partner Network,2025-10-20,Dropped,Not Activated,,26-35,Savings Account,3,109.58,0,0.0,0,1,High
CUST01325,Northeast,Branch Referral,2025-11-27,Dropped,Not Activated,,46-60,Savings Account,3,206.93,0,0.0,0,3,High
CUST01326,Midwest,Mobile App,2025-08-09,Verified,Not Activated,,26-35,Credit Card,3,75.5,0,0.0,0,4,High
CUST01327,West,Mobile App,2025-08-12,Dropped,Not Activated,,46-60,Credit Card,2,80.61,0,0.0,0,1,High
CUST01328,South,Mobile App,2025-12-29,Verified,Activated,2026-01-08,46-60,Checking Account,28,689.7,0,0.0,0,27,Medium
CUST01329,South,Mobile App,2025-07-15,Verified,Activated,2025-07-19,36-45,Savings Account,10,350.56,0,0.0,0,11,Low
CUST01330,Northeast,Mobile App,2025-07-16,Verified,Activated,2025-07-19,36-45,Savings Account,29,1990.48,0,0.0,0,29,Low
CUST01331,West,Website,2025-04-16,Verified,Activated,2025-04-25,60+,Checking Account,3,2344.03,0,0.0,0,13,Medium
CUST01332,Midwest,Mobile App,2025-12-28,Verified,Activated,2026-01-05,36-45,Checking Account,0,4997.44,0,0.0,0,16,High
CUST01333,West,Partner Network,2025-10-14,Verified,Activated,2025-10-15,26-35,Savings Account,21,123.93,0,0.0,0,22,Low
CUST01334,West,Paid Media,2025-07-26,Verified,Activated,2025-07-30,46-60,Credit Card,5,3310.57,0,0.0,0,27,Low
CUST01335,South,Website,2025-12-22,Verified,Not Activated,,18-25,Checking Account,2,129.24,0,0.0,0,2,High
CUST01336,West,Paid Media,2025-07-03,Verified,Not Activated,,46-60,Savings Account,1,150.84,1,2596.83,0,1,High
CUST01337,South,Website,2025-11-17,Verified,Not Activated,,26-35,Checking Account,0,78.21,0,0.0,0,2,High
CUST01338,Northeast,Paid Media,2025-09-08,Dropped,Not Activated,,60+,Checking Account,1,22.48,0,0.0,0,0,High
CUST01339,Midwest,Partner Network,2025-05-17,Verified,Activated,2025-05-24,18-25,Checking Account,11,4585.37,0,0.0,0,26,Medium
CUST01340,West,Branch Referral,2025-02-06,Verified,Not Activated,,60+,Credit Card,0,106.83,0,0.0,0,0,High
CUST01341,West,Mobile App,2025-04-27,Verified,Activated,2025-05-04,18-25,Credit Card,29,3444.43,0,0.0,0,15,Low
CUST01342,Northeast,Website,2025-06-30,Verified,Not Activated,,26-35,Savings Account,0,205.52,1,2031.28,0,1,High
CUST01343,West,Branch Referral,2025-05-18,Dropped,Not Activated,,36-45,Savings Account,1,54.22,0,0.0,0,6,Low
CUST01344,Northeast,Branch Referral,2025-06-08,Verified,Activated,2025-06-16,46-60,Checking Account,12,915.39,0,0.0,0,16,Low
CUST01345,Midwest,Mobile App,2025-11-13,Verified,Activated,2025-11-23,36-45,Credit Card,21,3260.8,0,0.0,0,16,Low
CUST01346,Northeast,Mobile App,2025-04-01,Verified,Activated,2025-04-04,46-60,Savings Account,20,1204.67,0,0.0,0,20,Medium
CUST01347,Midwest,Mobile App,2025-02-27,Verified,Not Activated,,36-45,Credit Card,2,87.08,0,0.0,0,6,Low
CUST01348,South,Mobile App,2025-03-27,Verified,Activated,2025-03-28,36-45,Checking Account,18,2396.16,0,0.0,0,25,Low
CUST01349,Northeast,Paid Media,2025-12-24,Verified,Not Activated,,26-35,Savings Account,0,16.12,0,0.0,0,4,High
CUST01350,South,Website,2025-05-06,Verified,Not Activated,,60+,Checking Account,0,111.87,0,0.0,0,6,Low
CUST01351,Northeast,Partner Network,2025-03-24,Verified,Not Activated,,26-35,Credit Card,2,110.0,0,0.0,0,2,High
CUST01352,Northeast,Branch Referral,2025-09-02,Verified,Not Activated,,60+,Checking Account,0,236.99,0,0.0,0,4,High
CUST01353,West,Branch Referral,2025-12-29,Verified,Activated,2026-01-06,46-60,Checking Account,9,1377.16,0,0.0,0,14,Low
CUST01354,Northeast,Partner Network,2025-04-21,Verified,Not Activated,,26-35,Checking Account,3,116.16,0,0.0,0,5,High
CUST01355,Midwest,Partner Network,2025-04-13,Dropped,Not Activated,,26-35,Checking Account,2,184.99,0,0.0,0,5,Medium
CUST01356,South,Website,2025-07-05,Verified,Not Activated,,60+,Savings Account,1,7.16,0,0.0,0,2,High
CUST01357,South,Website,2025-03-06,Verified,Activated,2025-03-10,26-35,Savings Account,27,3532.82,0,0.0,0,12,Medium
CUST01358,Midwest,Mobile App,2025-12-08,Verified,Not Activated,,26-35,Checking Account,2,43.56,1,3327.93,0,0,Low
CUST01359,Midwest,Partner Network,2025-05-24,Verified,Activated,2025-05-29,26-35,Checking Account,18,1346.81,0,0.0,0,20,High
CUST01360,West,Website,2025-11-14,Verified,Activated,2025-11-15,60+,Credit Card,6,4984.17,0,0.0,0,20,High
CUST01361,Northeast,Mobile App,2025-04-18,Dropped,Not Activated,,46-60,Checking Account,2,113.71,1,3037.5,0,3,Medium
CUST01362,South,Paid Media,2025-08-20,Dropped,Not Activated,,18-25,Savings Account,1,91.44,0,0.0,0,6,Medium
CUST01363,Northeast,Mobile App,2025-09-20,Verified,Activated,2025-09-30,18-25,Savings Account,11,2482.36,0,0.0,0,22,Medium
CUST01364,West,Partner Network,2025-04-03,Verified,Activated,2025-04-10,26-35,Savings Account,2,461.12,0,0.0,0,19,High
CUST01365,South,Mobile App,2025-04-05,Dropped,Not Activated,,18-25,Checking Account,0,170.68,0,0.0,0,5,High
CUST01366,Midwest,Mobile App,2025-01-08,Verified,Not Activated,,18-25,Savings Account,2,237.12,0,0.0,0,4,High
CUST01367,South,Website,2025-01-20,Verified,Activated,2025-01-26,36-45,Checking Account,8,1311.05,0,0.0,0,20,Low
CUST01368,South,Partner Network,2025-09-24,Verified,Not Activated,,36-45,Savings Account,3,52.1,1,2503.61,0,4,High
CUST01369,South,Branch Referral,2025-10-12,Verified,Not Activated,,36-45,Savings Account,1,108.37,0,0.0,0,3,Medium
CUST01370,West,Mobile App,2025-11-23,Verified,Not Activated,,26-35,Credit Card,2,209.95,0,0.0,0,0,High
CUST01371,West,Paid Media,2025-02-04,Verified,Activated,2025-02-10,26-35,Savings Account,28,2005.94,0,0.0,0,9,High
CUST01372,Northeast,Mobile App,2025-09-15,Verified,Not Activated,,36-45,Savings Account,1,201.66,0,0.0,0,7,Low
CUST01373,West,Mobile App,2025-12-17,Verified,Not Activated,,18-25,Checking Account,2,248.13,0,0.0,0,7,Medium
CUST01374,Northeast,Partner Network,2025-05-23,Dropped,Not Activated,,18-25,Checking Account,0,77.29,0,0.0,0,5,High
CUST01375,South,Mobile App,2025-09-04,Verified,Activated,2025-09-14,26-35,Checking Account,19,2203.36,0,0.0,0,26,Low
CUST01376,Midwest,Mobile App,2025-12-18,Verified,Not Activated,,26-35,Checking Account,3,129.97,0,0.0,0,6,High
CUST01377,South,Paid Media,2025-11-05,Dropped,Not Activated,,18-25,Credit Card,2,148.19,0,0.0,0,5,High
CUST01378,Northeast,Branch Referral,2025-10-21,Verified,Activated,2025-10-24,36-45,Savings Account,4,568.43,0,0.0,0,13,Medium
CUST01379,South,Website,2025-12-07,Verified,Activated,2025-12-10,46-60,Savings Account,16,3409.51,0,0.0,1,16,Low
CUST01380,Midwest,Paid Media,2025-08-15,Verified,Activated,2025-08-22,26-35,Credit Card,8,4474.6,0,0.0,0,17,Low
CUST01381,South,Partner Network,2025-10-06,Dropped,Not Activated,,26-35,Savings Account,3,9.32,0,0.0,0,2,High
CUST01382,Midwest,Branch Referral,2025-01-07,Verified,Not Activated,,36-45,Credit Card,1,41.29,0,0.0,0,0,High
CUST01383,Midwest,Paid Media,2025-05-08,Verified,Activated,2025-05-15,26-35,Savings Account,11,3291.26,0,0.0,0,8,Medium
CUST01384,West,Mobile App,2025-11-27,Verified,Activated,2025-12-01,26-35,Savings Account,17,4491.63,0,0.0,0,10,Low
CUST01385,Midwest,Website,2025-07-23,Verified,Activated,2025-07-25,46-60,Checking Account,22,3350.56,0,0.0,0,21,Low
CUST01386,South,Website,2025-08-27,Verified,Activated,2025-09-03,60+,Savings Account,14,3586.0,0,0.0,0,15,Low
CUST01387,Northeast,Paid Media,2025-02-15,Dropped,Not Activated,,46-60,Savings Account,0,115.08,0,0.0,0,5,Medium
CUST01388,West,Mobile App,2025-10-11,Verified,Activated,2025-10-14,26-35,Credit Card,2,717.07,0,0.0,0,10,High
CUST01389,Midwest,Mobile App,2025-07-17,Dropped,Not Activated,,46-60,Checking Account,0,84.47,0,0.0,0,6,Low
CUST01390,Midwest,Paid Media,2025-02-23,Verified,Activated,2025-03-04,60+,Checking Account,11,3933.06,0,0.0,0,25,Medium
CUST01391,West,Website,2025-07-07,Verified,Not Activated,,26-35,Checking Account,1,54.54,0,0.0,0,4,High
CUST01392,South,Website,2025-07-06,Verified,Activated,2025-07-16,18-25,Checking Account,12,1352.43,0,0.0,0,10,High
CUST01393,West,Mobile App,2025-06-22,Verified,Not Activated,,46-60,Savings Account,1,70.64,0,0.0,0,4,Medium
CUST01394,Northeast,Website,2025-02-12,Verified,Activated,2025-02-15,18-25,Credit Card,16,2472.81,0,0.0,0,18,Medium
CUST01395,Northeast,Website,2025-03-01,Verified,Activated,2025-03-02,26-35,Checking Account,1,2910.61,0,0.0,0,18,Medium
CUST01396,Northeast,Website,2025-11-25,Verified,Not Activated,,26-35,Credit Card,2,85.59,0,0.0,0,3,High
CUST01397,Midwest,Mobile App,2025-06-28,Verified,Not Activated,,26-35,Checking Account,1,242.36,0,0.0,0,5,High
CUST01398,Northeast,Mobile App,2025-03-19,Verified,Activated,2025-03-23,26-35,Credit Card,29,3424.84,0,0.0,0,26,Low
CUST01399,South,Paid Media,2025-11-26,Dropped,Not Activated,,18-25,Checking Account,1,20.81,0,0.0,0,0,High
CUST01400,Northeast,Paid Media,2025-04-02,Verified,Not Activated,,18-25,Credit Card,3,199.28,0,0.0,0,5,Medium
CUST01401,Northeast,Website,2025-09-16,Verified,Not Activated,,26-35,Checking Account,1,82.83,0,0.0,0,5,Medium
CUST01402,Northeast,Partner Network,2025-11-14,Verified,Activated,2025-11-21,18-25,Savings Account,0,681.24,0,0.0,0,15,High
CUST01403,West,Branch Referral,2025-05-08,Verified,Not Activated,,36-45,Credit Card,2,165.9,1,2475.37,0,5,Medium
CUST01404,Northeast,Mobile App,2025-07-17,Verified,Activated,2025-07-18,18-25,Savings Account,12,4905.67,0,0.0,0,13,Low
CUST01405,Midwest,Website,2025-06-02,Verified,Activated,2025-06-12,36-45,Checking Account,8,4193.79,0,0.0,0,23,Medium
CUST01406,Midwest,Mobile App,2025-10-14,Verified,Activated,2025-10-17,26-35,Credit Card,13,529.1,0,0.0,0,23,Medium
CUST01407,Northeast,Paid Media,2025-07-06,Verified,Not Activated,,36-45,Checking Account,0,28.0,0,0.0,0,7,High
CUST01408,Midwest,Paid Media,2025-02-13,Verified,Activated,2025-02-22,26-35,Checking Account,19,2107.45,0,0.0,0,21,Low
CUST01409,South,Mobile App,2025-06-17,Verified,Not Activated,,36-45,Credit Card,2,106.68,0,0.0,0,6,High
CUST01410,Midwest,Mobile App,2025-10-14,Verified,Activated,2025-10-18,36-45,Savings Account,10,2381.14,0,0.0,0,16,Low
CUST01411,Midwest,Website,2025-03-01,Verified,Activated,2025-03-03,18-25,Savings Account,18,1926.48,0,0.0,0,24,Low
CUST01412,West,Website,2025-05-24,Dropped,Not Activated,,26-35,Credit Card,3,132.92,0,0.0,0,0,Medium
CUST01413,South,Partner Network,2025-08-13,Verified,Activated,2025-08-23,46-60,Credit Card,11,3105.71,0,0.0,0,27,Low
CUST01414,South,Branch Referral,2025-03-27,Verified,Activated,2025-04-06,36-45,Savings Account,14,2546.6,0,0.0,0,21,Low
CUST01415,West,Paid Media,2025-11-26,Dropped,Not Activated,,18-25,Savings Account,3,31.76,0,0.0,0,4,High
CUST01416,West,Partner Network,2025-02-24,Dropped,Not Activated,,36-45,Savings Account,3,129.17,0,0.0,0,3,High
CUST01417,Northeast,Website,2025-08-19,Verified,Not Activated,,26-35,Checking Account,0,60.73,0,0.0,0,0,High
CUST01418,South,Branch Referral,2025-06-07,Verified,Activated,2025-06-17,26-35,Checking Account,13,2251.22,0,0.0,0,27,High
CUST01419,South,Mobile App,2025-02-18,Dropped,Not Activated,,26-35,Checking Account,3,141.96,0,0.0,0,6,High
CUST01420,West,Branch Referral,2025-06-28,Verified,Not Activated,,60+,Savings Account,0,1.4,0,0.0,0,4,High
CUST01421,South,Mobile App,2025-01-06,Verified,Not Activated,,18-25,Checking Account,2,126.86,0,0.0,0,3,High
CUST01422,Midwest,Mobile App,2025-06-08,Verified,Activated,2025-06-12,46-60,Checking Account,11,884.9,0,0.0,0,10,Low
CUST01423,South,Paid Media,2025-03-06,Verified,Activated,2025-03-07,26-35,Checking Account,23,4040.87,0,0.0,0,25,Low
CUST01424,Midwest,Website,2025-04-05,Verified,Not Activated,,18-25,Checking Account,3,168.93,0,0.0,0,3,Low
CUST01425,South,Mobile App,2025-09-09,Verified,Activated,2025-09-17,36-45,Savings Account,18,1500.7,0,0.0,0,20,Medium
CUST01426,Northeast,Paid Media,2025-09-08,Verified,Activated,2025-09-14,26-35,Savings Account,2,3865.58,0,0.0,0,11,Medium
CUST01427,Northeast,Mobile App,2025-12-08,Verified,Activated,2025-12-11,46-60,Checking Account,13,4478.31,0,0.0,0,13,Low
CUST01428,Midwest,Paid Media,2025-06-18,Verified,Activated,2025-06-24,26-35,Credit Card,0,654.96,0,0.0,0,14,High
CUST01429,South,Partner Network,2025-10-26,Verified,Activated,2025-11-03,26-35,Credit Card,26,601.5,0,0.0,0,8,Medium
CUST01430,South,Branch Referral,2025-08-12,Verified,Activated,2025-08-18,18-25,Credit Card,6,4890.94,0,0.0,0,21,Low
CUST01431,Northeast,Mobile App,2025-11-29,Dropped,Not Activated,,46-60,Credit Card,1,35.57,0,0.0,0,5,High
CUST01432,West,Branch Referral,2025-01-06,Verified,Not Activated,,46-60,Savings Account,0,96.36,0,0.0,1,1,High
CUST01433,West,Paid Media,2025-07-16,Verified,Activated,2025-07-20,60+,Savings Account,22,4538.84,0,0.0,0,13,Low
CUST01434,Northeast,Branch Referral,2025-03-16,Verified,Activated,2025-03-20,18-25,Checking Account,21,2129.57,0,0.0,0,8,Medium
CUST01435,Northeast,Partner Network,2025-09-07,Verified,Activated,2025-09-08,26-35,Credit Card,3,1039.12,0,0.0,0,16,High
CUST01436,Midwest,Branch Referral,2025-03-11,Verified,Not Activated,,18-25,Savings Account,0,207.77,1,2702.57,0,4,High
CUST01437,South,Mobile App,2025-07-11,Verified,Activated,2025-07-15,46-60,Savings Account,0,1401.11,0,0.0,0,28,High
CUST01438,South,Website,2025-06-20,Dropped,Not Activated,,46-60,Checking Account,0,36.31,0,0.0,0,7,Medium
CUST01439,Northeast,Branch Referral,2025-10-18,Verified,Activated,2025-10-28,18-25,Credit Card,0,2599.11,0,0.0,0,11,Medium
CUST01440,Northeast,Paid Media,2025-04-16,Verified,Not Activated,,26-35,Credit Card,3,202.15,0,0.0,0,1,Medium
CUST01441,Midwest,Mobile App,2025-05-14,Verified,Activated,2025-05-17,60+,Savings Account,12,2101.11,0,0.0,1,14,Medium
CUST01442,Northeast,Paid Media,2025-09-18,Dropped,Not Activated,,26-35,Checking Account,3,93.78,0,0.0,0,6,High
CUST01443,Northeast,Partner Network,2025-07-08,Dropped,Not Activated,,18-25,Checking Account,3,130.36,0,0.0,0,2,Medium
CUST01444,West,Partner Network,2025-03-29,Dropped,Not Activated,,36-45,Savings Account,2,109.31,0,0.0,0,1,Low
CUST01445,South,Mobile App,2025-09-25,Verified,Not Activated,,26-35,Credit Card,2,86.95,0,0.0,0,6,High
CUST01446,West,Website,2025-03-28,Verified,Not Activated,,26-35,Checking Account,1,40.98,0,0.0,0,6,High
CUST01447,South,Mobile App,2025-04-08,Dropped,Not Activated,,26-35,Checking Account,0,15.87,0,0.0,0,4,High
CUST01448,Northeast,Mobile App,2025-01-16,Verified,Activated,2025-01-20,18-25,Credit Card,14,2593.23,0,0.0,0,29,High
CUST01449,South,Branch Referral,2025-02-26,Verified,Activated,2025-03-04,18-25,Checking Account,17,1227.34,0,0.0,0,10,Medium
CUST01450,Midwest,Mobile App,2025-07-02,Verified,Activated,2025-07-10,26-35,Checking Account,27,246.96,0,0.0,0,26,Medium
CUST01451,South,Website,2025-11-03,Verified,Activated,2025-11-04,60+,Savings Account,10,2620.07,0,0.0,0,22,Low
CUST01452,South,Mobile App,2025-04-08,Dropped,Not Activated,,46-60,Checking Account,3,163.53,0,0.0,0,5,High
CUST01453,Northeast,Paid Media,2025-11-12,Verified,Activated,2025-11-22,46-60,Checking Account,28,1081.76,0,0.0,0,8,Low
CUST01454,Midwest,Paid Media,2025-10-28,Verified,Activated,2025-11-05,26-35,Savings Account,8,2073.15,0,0.0,0,16,Low
CUST01455,West,Paid Media,2025-10-17,Verified,Activated,2025-10-19,36-45,Checking Account,15,1617.9,1,885.57,0,17,Medium
CUST01456,West,Website,2025-02-10,Verified,Not Activated,,18-25,Savings Account,2,216.97,0,0.0,0,5,High
CUST01457,Midwest,Website,2025-10-22,Verified,Activated,2025-10-27,36-45,Savings Account,7,2933.38,0,0.0,0,10,Low
CUST01458,South,Paid Media,2025-03-25,Verified,Activated,2025-03-28,26-35,Savings Account,21,3144.93,0,0.0,0,10,Low
CUST01459,Northeast,Partner Network,2025-07-28,Dropped,Not Activated,,18-25,Credit Card,0,140.34,0,0.0,0,1,High
CUST01460,Northeast,Partner Network,2025-07-13,Dropped,Not Activated,,18-25,Savings Account,1,68.92,1,999.53,0,3,High
CUST01461,West,Partner Network,2025-08-17,Dropped,Not Activated,,60+,Savings Account,1,176.58,0,0.0,0,7,High
CUST01462,West,Paid Media,2025-11-28,Dropped,Not Activated,,26-35,Savings Account,0,244.69,0,0.0,0,5,High
CUST01463,South,Mobile App,2025-03-09,Verified,Activated,2025-03-18,26-35,Savings Account,10,231.72,0,0.0,0,26,Medium
CUST01464,Northeast,Branch Referral,2025-06-23,Verified,Activated,2025-06-30,26-35,Checking Account,26,3314.61,0,0.0,0,14,Low
CUST01465,South,Website,2025-06-26,Dropped,Not Activated,,36-45,Savings Account,1,131.91,0,0.0,0,4,Low
CUST01466,Northeast,Mobile App,2025-12-12,Dropped,Not Activated,,18-25,Credit Card,3,68.89,0,0.0,0,4,High
